,Title,Link,Image,Author,Date,time
54,Webinar: Design for Value by Skyscanner Product Lead,https://www.eventbrite.com/e/webinar-design-for-value-by-skyscanner-product-lead-tickets-112216334076?aff=pswebsite,https://assets.productschool.com/wp-content/uploads/2020/06/19145318/opengraph_solid_logo.png,Dipendra Jain,"Sunday, August 2nd, 2020",11:30AM - 12:00PM (PT) 
55,Webinar: Transition to People Manager in PM by fmr ServiceNow Sr PM,https://www.eventbrite.com/e/webinar-transition-to-people-manager-in-pm-by-fmr-servicenow-sr-pm-tickets-111626279206?aff=pswebsite,https://assets.productschool.com/wp-content/uploads/2018/08/14064219/Service-Now-Square.png,Katerina Suchkova,"Monday, August 3rd, 2020",11:30AM - 12:00PM (PT) 
56,Webinar: PMM & Product-Market Fit by fmr Facebook Product Marketing Lead,https://www.eventbrite.com/e/webinar-pmm-product-market-fit-by-fmr-facebook-product-marketing-lead-tickets-111626602172?aff=pswebsite,https://assets.productschool.com/wp-content/uploads/2018/08/03131211/facebook-square.png,Carolyn Bao,"Monday, August 3rd, 2020",2:00PM - 2:30PM (PT) 
57,Product Management Live Chat by Microsoft Product Manager,https://www.eventbrite.com/e/product-management-live-chat-by-microsoft-product-manager-tickets-102972866616?aff=pswebsite,https://assets.productschool.com/wp-content/uploads/8141/19/31155958/Microsoft-square-2.png,Alokik Jain,"Tuesday, August 4th, 2020",10:30AM - 11:00AM (PT) 
58,Webinar: Unblock Your Career by Lyft Product Manager,https://www.eventbrite.com/e/webinar-unblock-your-career-by-lyft-product-manager-tickets-108871603898?aff=pswebsite,https://assets.productschool.com/wp-content/uploads/2017/01/11140206/lyft-square.png,Anna Pan,"Tuesday, August 4th, 2020",11:30AM - 12:00PM (PT) 
59,Webinar: Managing Products During a Pandemic by Mastercard Dir of PM,https://www.eventbrite.com/e/webinar-managing-products-during-pandemic-by-mastercard-dir-of-pm-tickets-109139753942?aff=pswebsite,https://assets.productschool.com/wp-content/uploads/2016/12/11132853/Mastercard-square.jpg,Anthony Kuyoro,"Tuesday, August 4th, 2020",2:00PM - 2:30PM (PT) 
60,Webinar: PM-ing Your Career by Walmart Labs Sr Product Manager,https://www.eventbrite.com/e/webinar-pm-ing-your-career-by-walmart-labs-sr-product-manager-tickets-109805176238?aff=pswebsite,https://assets.productschool.com/wp-content/uploads/2018/11/21152518/Walmart-labs.jpg,Janani Jayakumar,"Wednesday, August 5th, 2020",11:30AM - 12:00PM (PT) 
61,Webinar: Creating Products with Purpose by Shopify Lead PM,https://www.eventbrite.com/e/webinar-creating-products-with-purpose-by-shopify-lead-pm-tickets-111128125214?aff=pswebsite,https://assets.productschool.com/wp-content/uploads/5101/49/07144959/Shopify-square.png,Salim Batlouni,"Wednesday, August 5th, 2020",2:00PM - 2:30PM (PT) 
62,Product Management Live Chat by HubSpot Product Manager,https://www.eventbrite.com/e/product-management-live-chat-by-hubspot-product-manager-tickets-105381978334?aff=pswebsite,https://assets.productschool.com/wp-content/uploads/2018/08/21080313/HubSpot-Square.png,Klajdi Turlla,"Thursday, August 6th, 2020",10:30AM - 11:00AM (PT) 
63,Webinar: Traits of an Enterprise Product Manager by AWS Sr PM,https://www.eventbrite.com/e/webinar-traits-of-an-enterprise-product-manager-by-aws-sr-pm-tickets-94633446185?aff=pswebsite,https://assets.productschool.com/wp-content/uploads/2019/09/19133035/aws.png,Murtaza Chowdhury,"Thursday, August 6th, 2020",11:30AM - 12:00PM (PT) 
64,Webinar: How to Talk to Customers by Google PM,https://www.eventbrite.com/e/webinar-how-to-talk-to-customers-by-google-pm-tickets-109954789736?aff=pswebsite,https://assets.productschool.com/wp-content/uploads/2018/09/16142253/google_logo_square-e1539700004251.jpg,David Li,"Thursday, August 6th, 2020",2:00PM - 2:30PM (PT) 
65,Webinar: Taking Your Product From 0 to 1 by Amazon Sr PM,https://www.eventbrite.com/e/webinar-taking-your-product-from-0-to-1-by-amazon-sr-pm-tickets-111128127220?aff=pswebsite,https://assets.productschool.com/wp-content/uploads/2018/09/27092856/Amazon-Alexa1.png,Viraj Gholap,"Friday, August 7th, 2020",11:30AM - 12:00PM (PT) 
66,Webinar: The Importance of Soft Skills as a PM by Google PM,https://www.eventbrite.com/e/webinar-the-importance-of-soft-skills-as-a-pm-by-google-pm-tickets-109817944428?aff=pswebsite,https://assets.productschool.com/wp-content/uploads/2018/09/16142253/google_logo_square-e1539700004251.jpg,Manosai Eerabathini,"Friday, August 7th, 2020",2:00PM - 2:30PM (PT) 
67,Webinar: Trade-Offs & Prioritization in PM by Amazon Sr PM,https://www.eventbrite.com/e/trade-offs-prioritization-in-product-management-by-amz-sr-pm-tickets-94618593761?aff=pswebsite,https://assets.productschool.com/wp-content/uploads/2018/09/27092856/Amazon-Alexa1.png,Kalyan Banerjee,"Saturday, August 8th, 2020",11:30AM - 12:00PM (PT) 
68,Webinar: Why User Immersion is Crucial for any PM by fmr Grab Product Lead,https://www.eventbrite.com/e/webinar-why-user-immersion-is-crucial-for-any-pm-by-coinbase-growth-pm-tickets-110960608166?aff=pswebsite,https://assets.productschool.com/wp-content/uploads/2020/01/21114702/grabb.png,Antoni Lewa,"Sunday, August 9th, 2020",11:30AM - 12:00PM (PT) 
69,Webinar: Handling Uncertainty as a PM by Spotify Sr PM,https://www.eventbrite.com/e/webinar-handling-uncertainty-as-a-pm-by-spotify-sr-pm-tickets-109958179876?aff=pswebsite,https://assets.productschool.com/wp-content/uploads/2018/08/09083333/spotify_logo_square.png,Ekaterina Monnot,"Monday, August 10th, 2020",11:30AM - 12:00PM (PT) 
70,"Webinar: Remote PM, B2B Product Management by Uber Sr PM",https://www.eventbrite.com/e/webinar-remote-pm-b2b-product-management-by-uber-sr-pm-tickets-111128129226?aff=pswebsite,https://assets.productschool.com/wp-content/uploads/2018/08/03140600/Uber-square.jpg,Shashank Singh,"Monday, August 10th, 2020",2:00PM - 2:30PM (PT) 
71,Product Management Live Chat by Adobe Group PM,https://www.eventbrite.com/e/product-management-live-chat-by-adobe-group-pm-tickets-102973009042?aff=pswebsite,https://assets.productschool.com/wp-content/uploads/2019/01/10144701/adobe.png,Kavita Mittal,"Tuesday, August 11th, 2020",10:30AM - 11:00AM (PT) 
72,Fireside Chat with Coda Head of Growth & GTM,https://www.eventbrite.com/e/fireside-chat-with-coda-head-of-growth-gtm-tickets-111128991806?aff=pswebsite,https://assets.productschool.com/wp-content/uploads/2020/06/25153115/coda-1.png,Carlos González De Villaumbrosia and Matt Hudson,"Tuesday, August 11th, 2020",11:30AM - 12:00PM (PT) 
