,Title,Link,Image,Author,Date,time,key takeaways / Agenda,†Free/Paid
76,"Webinar: OKRs for Strategic, Outcome-Based Planning By New York Times PM",https://www.eventbrite.com/e/webinar-okrs-for-strategic-outcome-based-planning-by-new-york-times-pm-tickets-110614107774?aff=pswebsite,https://www.productschool.com/wp-content/themes/productschool-v3//build/assets/favicon/apple-touch-icon.png,Brian Peterson,"Thursday, July 30th, 2020",11:30AM - 12:00PM (PT) ,,Free
77,Webinar: PM Learnings: Startups vs Global Enterprises by PayPal Sr PM,https://www.eventbrite.com/e/webinar-pm-learnings-startups-vs-global-enterprises-by-paypal-sr-pm-tickets-110295079552?aff=pswebsite,https://www.productschool.com/wp-content/themes/productschool-v3//build/assets/favicon/apple-touch-icon.png,Saurabh Pareek,"Friday, July 31st, 2020",11:30AM - 12:00PM (PT) ,,Free
78,"Webinar: How to Thrive, Not Just Survive at Product by BBC PM",https://www.eventbrite.com/e/webinar-how-to-thrive-not-just-survive-at-product-by-bbc-pm-tickets-109783290778?aff=pswebsite,https://assets.productschool.com/wp-content/uploads/2018/09/03110648/BBC-Square.png,Mike Skelton,"Friday, July 31st, 2020",2:00PM - 2:30PM (PT) ,,Free
79,Product Management Live Chat by Microsoft Product Manager,https://www.eventbrite.com/e/product-management-live-chat-by-microsoft-product-manager-tickets-102972866616?aff=pswebsite,https://assets.productschool.com/wp-content/uploads/8141/19/31155958/Microsoft-square-2.png,Alokik Jain,"Tuesday, August 4th, 2020",10:30AM - 11:00AM (PT) ,,Free
80,Webinar: Unblock Your Career by Lyft Product Manager,https://www.eventbrite.com/e/webinar-unblock-your-career-by-lyft-product-manager-tickets-108871603898?aff=pswebsite,https://assets.productschool.com/wp-content/uploads/2017/01/11140206/lyft-square.png,Anna Pan,"Tuesday, August 4th, 2020",11:30AM - 12:00PM (PT) ,,Free
81,Webinar: Managing Products During a Pandemic by Mastercard Dir of PM,https://www.eventbrite.com/e/webinar-managing-products-during-pandemic-by-mastercard-dir-of-pm-tickets-109139753942?aff=pswebsite,https://assets.productschool.com/wp-content/uploads/2016/12/11132853/Mastercard-square.jpg,Anthony Kuyoro,"Tuesday, August 4th, 2020",2:00PM - 2:30PM (PT) ,,Free
82,Webinar: PM-ing Your Career by Walmart Labs Sr Product Manager,https://www.eventbrite.com/e/webinar-pm-ing-your-career-by-walmart-labs-sr-product-manager-tickets-109805176238?aff=pswebsite,https://assets.productschool.com/wp-content/uploads/2018/11/21152518/Walmart-labs.jpg,Janani Jayakumar,"Wednesday, August 5th, 2020",11:30AM - 12:00PM (PT) ,,Free
83,Product Management Live Chat by HubSpot Product Manager,https://www.eventbrite.com/e/product-management-live-chat-by-hubspot-product-manager-tickets-105381978334?aff=pswebsite,https://assets.productschool.com/wp-content/uploads/2018/08/21080313/HubSpot-Square.png,Klajdi Turlla,"Thursday, August 6th, 2020",10:30AM - 11:00AM (PT) ,,Free
84,Webinar: Traits of an Enterprise Product Manager by AWS Sr PM,https://www.eventbrite.com/e/webinar-traits-of-an-enterprise-product-manager-by-aws-sr-pm-tickets-94633446185?aff=pswebsite,https://assets.productschool.com/wp-content/uploads/2019/09/19133035/aws.png,Murtaza Chowdhury,"Thursday, August 6th, 2020",11:30AM - 12:00PM (PT) ,,Free
85,Webinar: How to Talk to Customers by Google PM,https://www.eventbrite.com/e/webinar-how-to-talk-to-customers-by-google-pm-tickets-109954789736?aff=pswebsite,https://assets.productschool.com/wp-content/uploads/2018/09/16142253/google_logo_square-e1539700004251.jpg,David Li,"Thursday, August 6th, 2020",2:00PM - 2:30PM (PT) ,,Free
86,Webinar: The Importance of Soft Skills as a PM by Google PM,https://www.eventbrite.com/e/webinar-the-importance-of-soft-skills-as-a-pm-by-google-pm-tickets-109817944428?aff=pswebsite,https://assets.productschool.com/wp-content/uploads/2018/09/16142253/google_logo_square-e1539700004251.jpg,Manosai Eerabathini,"Friday, August 7th, 2020",11:30AM - 12:00PM (PT) ,,Free
87,Webinar: Handling Uncertainty as a PM by Spotify Sr PM,https://www.eventbrite.com/e/webinar-handling-uncertainty-as-a-pm-by-spotify-sr-pm-tickets-109958179876?aff=pswebsite,https://assets.productschool.com/wp-content/uploads/2018/08/09083333/spotify_logo_square.png,Ekaterina Monnot,"Monday, August 10th, 2020",11:30AM - 12:00PM (PT) ,,Free
88,Product Management Live Chat by Adobe Group PM,https://www.eventbrite.com/e/product-management-live-chat-by-adobe-group-pm-tickets-102973009042?aff=pswebsite,https://assets.productschool.com/wp-content/uploads/2019/01/10144701/adobe.png,Kavita Mittal,"Tuesday, August 11th, 2020",10:30AM - 11:00AM (PT) ,,Free
89,Product Management Live Chat by fmr GoPro Sr Director of Product,https://www.eventbrite.com/e/product-management-live-chat-by-fmr-gopro-sr-director-of-product-tickets-104428364048?aff=pswebsite,https://assets.productschool.com/wp-content/uploads/2017/01/11145120/GoPro-square.png,Adam Silver,"Thursday, August 13th, 2020",10:30AM - 11:00AM (PT) ,,Free
90,Webinar: How to be an Effective Product Leader by Uber Group PM,https://www.eventbrite.com/e/webinar-how-to-be-an-effective-product-leader-by-uber-group-pm-tickets-110614823916?aff=pswebsite,https://www.productschool.com/wp-content/themes/productschool-v3//build/assets/favicon/apple-touch-icon.png,"Friday, August 14th, 2020",11:30AM - 12:00PM (PT) ,Online,,Free
91,Product Management Live Chat by Ticketmaster Director of Product,https://www.eventbrite.com/e/product-management-live-chat-by-ticketmaster-director-of-product-tickets-104762982902?aff=pswebsite,https://assets.productschool.com/wp-content/uploads/2018/07/27132919/Ticketmaster-Square.png,Amad Amin,"Tuesday, August 18th, 2020",10:30AM - 11:00AM (PT) ,,Free
92,Product Management Live Chat by fmr Northwestern Mutual CPO,https://www.eventbrite.com/e/product-management-live-chat-by-fmr-northwestern-mutual-cpo-tickets-106092256796?aff=pswebsite,https://assets.productschool.com/wp-content/uploads/2018/11/19150835/northwestern_mutual_.jpg,Vivek Bedi,"Thursday, August 20th, 2020",10:30AM - 11:00AM (PT) ,,Free
93,Product Management Live Chat by Airbnb PM,https://www.eventbrite.com/e/product-management-live-chat-by-airbnb-pm-tickets-109955411596?aff=pswebsite,https://assets.productschool.com/wp-content/uploads/2017/01/11133513/AirBnB-square.png,Azad Zahoory,"Tuesday, August 25th, 2020",10:30AM - 11:00AM (PT) ,,Free
94,Fireside Chat with Waymo CPO,https://www.eventbrite.com/e/fireside-chat-with-waymo-cpo-tickets-108443064124?aff=pswebsite,https://assets.productschool.com/wp-content/uploads/2020/06/08114852/waymo.png,Dan Chu,"Tuesday, August 25th, 2020",11:30AM - 12:00PM (PT) ,,Free
95,Product Management Live Chat by Drift Director of Product,https://www.eventbrite.com/e/product-management-live-chat-by-drift-director-of-product-tickets-105966209786?aff=pswebsite,https://assets.productschool.com/wp-content/uploads/2020/05/18132317/Drift.png,Maggie Crowley,"Thursday, August 27th, 2020",10:30AM - 11:00AM (PT) ,,Free
96,Product Management Live Chat by Google Product Manager,https://www.eventbrite.com/e/product-management-live-chat-by-google-product-manager-tickets-103510643120?aff=pswebsite,https://assets.productschool.com/wp-content/uploads/2018/09/16142253/google_logo_square-e1539700004251.jpg,Tyson Mao,"Tuesday, September 1st, 2020",10:30AM - 11:00AM (PT) ,,Free
97,Product Management Live Chat by Salesforce Sr Director PM,https://www.eventbrite.com/e/product-management-live-chat-by-salesforce-sr-director-pm-tickets-107690515230?aff=pswebsite,https://assets.productschool.com/wp-content/uploads/2018/12/17182456/salesforce_.jpg,Divya Ashhok,"Tuesday, September 8th, 2020",10:30AM - 11:00AM (PT) ,,Free
